,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,"robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5",robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5
,ID,"BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","C42B0","C42B0","C42B0","C4830","C4830","C4830","C4970","C4970","C4970","C49C0","C49C0","C49C0","C4A20","C4A20","C4A20"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
693,6.930000,-0.103744,-0.128910,0.011574,-0.125163,0.083683,-0.400650,0.000461,-0.218926,0.057683,-0.388612,0.917634,-0.185206,0.101094,-0.426660,0.967174,-0.180928,0.101139,-0.354180,0.937796,-0.001024,0.057190,-0.399506,0.754725,-0.039734,0.101308,-0.434293,0.940487,-0.218608,0.057683,-0.388698,-0.185077,0.101106,-0.426681,-0.180744,0.101023,-0.354058,-0.001960,0.057385,-0.399289,-0.039596,0.101252,-0.434479
694,6.940000,-0.108421,-0.113716,0.001449,-0.125185,0.083679,-0.400673,0.000445,-0.218953,0.057692,-0.388650,0.937947,-0.185222,0.101108,-0.426684,0.949503,-0.180950,0.101133,-0.354203,0.934150,-0.001049,0.057164,-0.399526,0.758309,-0.039749,0.101298,-0.434305,0.928035,-0.218705,0.057705,-0.388657,-0.185037,0.101163,-0.426744,-0.180805,0.100941,-0.354096,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
695,6.950000,-0.092120,-0.090413,-0.020203,-0.125186,0.083671,-0.400707,0.000493,-0.218961,0.057715,-0.388668,0.911160,-0.185224,0.101133,-0.426693,0.946892,-0.180932,0.101127,-0.354214,0.960561,-0.001061,0.057109,-0.399605,0.739078,-0.039753,0.101272,-0.434355,0.942269,-0.218608,0.057683,-0.388698,-0.185014,0.101165,-0.426692,-0.180829,0.101027,-0.354148,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
696,6.960000,-0.053964,-0.124459,-0.004547,-0.125150,0.083658,-0.400676,0.000538,-0.218909,0.057684,-0.388559,0.880538,-0.185210,0.101088,-0.426633,0.956418,-0.180869,0.101127,-0.354156,0.953677,-0.001017,0.057131,-0.399642,0.727555,-0.039744,0.101262,-0.434392,0.937918,-0.218433,0.057642,-0.388571,-0.185075,0.101167,-0.426710,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
697,6.970000,-0.068252,-0.117016,0.083264,-0.125154,0.083570,-0.400705,0.000524,-0.218877,0.057450,-0.388614,0.837877,-0.185234,0.100911,-0.426674,0.924828,-0.180912,0.100946,-0.354196,0.968776,-0.000980,0.057232,-0.399643,0.721052,-0.039767,0.101309,-0.434397,0.940873,-0.218349,0.057073,-0.388624,-0.185106,0.101182,-0.426698,-0.180829,0.101027,-0.354148,-0.002075,0.057283,-0.399430,-0.039614,0.101276,-0.434575
698,6.980000,-0.074154,-0.070617,0.007940,-0.125149,0.083647,-0.400677,0.000520,-0.218907,0.057640,-0.388617,0.876469,-0.185203,0.101088,-0.426638,0.959025,-0.180888,0.101059,-0.354160,0.954620,-0.001010,0.057145,-0.399624,0.727268,-0.039735,0.101301,-0.434346,0.950424,-0.218424,0.057533,-0.388623,-0.185118,0.101203,-0.426718,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
699,6.990000,-0.047987,-0.145595,0.043845,-0.125121,0.083606,-0.400659,0.000545,-0.218857,0.057557,-0.388522,0.860492,-0.185199,0.100976,-0.426615,0.948475,-0.180850,0.101044,-0.354139,0.965991,-0.000965,0.057184,-0.399627,0.717224,-0.039734,0.101270,-0.434390,0.947262,-0.218323,0.057400,-0.388486,-0.185108,0.101135,-0.426709,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
700,7.000000,-0.079764,-0.084396,-0.014239,-0.125204,0.083645,-0.400695,0.000471,-0.218973,0.057678,-0.388638,0.943618,-0.185249,0.101104,-0.426666,0.941621,-0.180941,0.101090,-0.354188,0.937800,-0.001075,0.057096,-0.399623,0.741290,-0.039780,0.101259,-0.434360,0.938998,-0.218762,0.057599,-0.388640,-0.185037,0.101163,-0.426744,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
701,7.010000,-0.070970,-0.053789,0.043508,-0.125120,0.083569,-0.400723,0.000522,-0.218861,0.057500,-0.388666,0.943618,-0.185187,0.100980,-0.426676,0.941621,-0.180867,0.100933,-0.354198,0.937800,-0.000964,0.057144,-0.399685,0.741290,-0.039719,0.101286,-0.434392,0.938998,-0.218363,0.057299,-0.388748,-0.185105,0.101140,-0.426694,-0.180698,0.100926,-0.354108,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
702,7.020000,-0.061416,-0.111346,0.053437,-0.125094,0.083596,-0.400678,0.000554,-0.218829,0.057524,-0.388578,0.864266,-0.185169,0.100971,-0.426638,0.954838,-0.180837,0.100997,-0.354161,0.952131,-0.000934,0.057194,-0.399633,0.713133,-0.039702,0.101295,-0.434378,0.940335,-0.218224,0.057276,-0.388613,-0.185075,0.101167,-0.426710,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
703,7.030000,-0.065069,-0.082290,0.018868,-0.125176,0.083642,-0.400674,0.000510,-0.218927,0.057620,-0.388593,0.836350,-0.185238,0.101066,-0.426629,0.942764,-0.180911,0.101053,-0.354151,0.964787,-0.001032,0.057164,-0.399634,0.709613,-0.039771,0.101306,-0.434360,0.949280,-0.218489,0.057547,-0.388557,-0.185075,0.101167,-0.426710,-0.180805,0.100941,-0.354096,-0.002075,0.057283,-0.399430,-0.039632,0.101289,-0.434525
704,7.040000,-0.102139,-0.091580,-0.002960,-0.125189,0.083665,-0.400704,0.000484,-0.218958,0.057681,-0.388680,0.888673,-0.185228,0.101108,-0.426700,0.947953,-0.180948,0.101105,-0.354220,0.958966,-0.001056,0.057140,-0.399580,0.732624,-0.039756,0.101291,-0.434337,0.945944,-0.218585,0.057568,-0.388757,-0.185080,0.101154,-0.426719,-0.180811,0.101095,-0.354099,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
705,7.050000,-0.067519,-0.064430,0.008955,-0.125141,0.083623,-0.400704,0.000502,-0.218897,0.057613,-0.388636,0.900689,-0.185199,0.101066,-0.426657,0.960868,-0.180875,0.101029,-0.354179,0.954171,-0.001001,0.057123,-0.399668,0.740199,-0.039731,0.101283,-0.434381,0.945731,-0.218480,0.057441,-0.388680,-0.185046,0.101216,-0.426687,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
706,7.060000,-0.068095,-0.087510,0.009152,-0.125143,0.083650,-0.400653,0.000524,-0.218899,0.057645,-0.388575,0.886718,-0.185201,0.101083,-0.426613,0.945798,-0.180878,0.101075,-0.354135,0.957622,-0.001003,0.057152,-0.399604,0.722296,-0.039733,0.101297,-0.434336,0.936711,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180754,0.101040,-0.353980,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
707,7.070000,-0.070615,0.014489,0.050575,-0.125100,0.083756,-0.400690,0.000559,-0.218837,0.057661,-0.388663,0.877473,-0.185169,0.101191,-0.426622,0.954951,-0.180849,0.101057,-0.354144,0.949769,-0.000941,0.057345,-0.399684,0.726687,-0.039701,0.101524,-0.434338,0.949231,-0.218588,0.057572,-0.388584,-0.185144,0.101186,-0.426664,-0.180669,0.100984,-0.354129,-0.002075,0.057283,-0.399430,-0.039217,0.101742,-0.434599
708,7.080000,-0.062357,-0.122166,0.036851,-0.125146,0.083609,-0.400647,0.000547,-0.218888,0.057566,-0.388544,0.930872,-0.185215,0.100996,-0.426612,0.987774,-0.180885,0.101035,-0.354134,0.951227,-0.000994,0.057171,-0.399596,0.709145,-0.039748,0.101276,-0.434350,0.852038,-0.218422,0.057422,-0.388442,-0.185037,0.101163,-0.426744,-0.180805,0.100941,-0.354096,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
709,7.090000,-0.071774,-0.077442,-0.012391,-0.125140,0.083670,-0.400680,0.000538,-0.218907,0.057698,-0.388613,0.875353,-0.185190,0.101129,-0.426641,0.930647,-0.180872,0.101107,-0.354163,0.967666,-0.001011,0.057124,-0.399628,0.725143,-0.039722,0.101290,-0.434354,0.949778,-0.218430,0.057650,-0.388644,-0.185042,0.101199,-0.426706,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
710,7.100000,-0.087219,-0.087154,-0.016880,-0.125187,0.083664,-0.400676,0.000490,-0.218959,0.057701,-0.388630,0.879851,-0.185228,0.101123,-0.426656,0.955969,-0.180929,0.101113,-0.354177,0.955192,-0.001060,0.057109,-0.399586,0.726622,-0.039758,0.101271,-0.434330,0.942090,-0.218663,0.057697,-0.388631,-0.185009,0.101129,-0.426731,-0.180793,0.100991,-0.354070,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
711,7.110000,-0.080061,0.011658,0.054832,-0.125081,0.083759,-0.400691,0.000593,-0.218819,0.057658,-0.388678,0.926102,-0.185147,0.101188,-0.426633,0.941965,-0.180839,0.101059,-0.354155,0.946995,-0.000920,0.057358,-0.399663,0.739614,-0.039678,0.101532,-0.434326,0.944882,-0.218433,0.057642,-0.388571,-0.185075,0.101167,-0.426710,-0.180805,0.100941,-0.354096,-0.002075,0.057283,-0.399430,-0.039217,0.101742,-0.434599
712,7.120000,-0.105702,0.057169,0.084366,-0.125095,0.083712,-0.400654,0.000556,-0.218825,0.057553,-0.388704,0.899945,-0.185159,0.101131,-0.426610,0.973177,-0.180884,0.100946,-0.354130,0.965933,-0.000922,0.057374,-0.399592,0.705049,-0.039687,0.101555,-0.434237,0.855964,-0.218493,0.057440,-0.388643,-0.185137,0.101108,-0.426694,-0.180740,0.100946,-0.354064,-0.002075,0.057283,-0.399430,-0.039244,0.101762,-0.434409
713,7.130000,-0.076355,-0.055367,0.032910,-0.125167,0.083592,-0.400671,0.000504,-0.218914,0.057541,-0.388621,0.897383,-0.185228,0.101014,-0.426630,0.942225,-0.180915,0.100967,-0.354151,0.950753,-0.001016,0.057144,-0.399620,0.728961,-0.039759,0.101293,-0.434332,0.944157,-0.218558,0.057336,-0.388626,-0.185075,0.101167,-0.426710,-0.180740,0.100946,-0.354064,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
714,7.140000,-0.081132,-0.079663,-0.026675,-0.125189,0.083668,-0.400699,0.000469,-0.218964,0.057720,-0.388646,0.935080,-0.185230,0.101141,-0.426670,0.951857,-0.180923,0.101121,-0.354191,0.937221,-0.001066,0.057092,-0.399626,0.738750,-0.039760,0.101266,-0.434360,0.937569,-0.218705,0.057705,-0.388657,-0.185052,0.101164,-0.426741,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
715,7.150000,-0.081281,-0.067310,0.014090,-0.125165,0.083635,-0.400667,0.000530,-0.218921,0.057617,-0.388620,0.873993,-0.185218,0.101071,-0.426634,0.952924,-0.180912,0.101038,-0.354156,0.964029,-0.001023,0.057146,-0.399599,0.731544,-0.039749,0.101300,-0.434324,0.944309,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180850,0.100962,-0.354050,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
716,7.160000,-0.065158,-0.105566,0.009179,-0.125138,0.083647,-0.400675,0.000523,-0.218893,0.057646,-0.388584,0.878978,-0.185197,0.101071,-0.426637,0.957078,-0.180871,0.101087,-0.354159,0.955140,-0.000998,0.057149,-0.399624,0.724547,-0.039730,0.101283,-0.434368,0.943611,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180750,0.101038,-0.354035,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
717,7.170000,-0.073420,-0.084534,-0.019624,-0.125172,0.083688,-0.400683,0.000505,-0.218942,0.057730,-0.388616,0.900343,-0.185218,0.101152,-0.426648,0.960737,-0.180902,0.101139,-0.354170,0.940056,-0.001046,0.057127,-0.399625,0.735322,-0.039750,0.101293,-0.434357,0.954632,-0.218550,0.057705,-0.388682,-0.185075,0.101167,-0.426710,-0.180713,0.101054,-0.354049,-0.002075,0.057283,-0.399430,-0.039644,0.101263,-0.434502
718,7.180000,-0.098814,0.039412,0.066237,-0.125043,0.083751,-0.400672,0.000574,-0.218780,0.057626,-0.388703,0.906021,-0.185105,0.101181,-0.426626,0.971620,-0.180820,0.101017,-0.354146,0.973778,-0.000878,0.057374,-0.399616,0.696344,-0.039633,0.101557,-0.434271,0.867652,-0.218424,0.057533,-0.388623,-0.185014,0.101165,-0.426692,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039197,0.101767,-0.434486
719,7.190000,-0.088041,-0.050872,0.005990,-0.125180,0.083621,-0.400710,0.000486,-0.218942,0.057613,-0.388681,0.914495,-0.185228,0.101073,-0.426679,0.954492,-0.180930,0.101019,-0.354200,0.943914,-0.001042,0.057115,-0.399635,0.733524,-0.039757,0.101284,-0.434352,0.936023,-0.218641,0.057462,-0.388741,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
720,7.200000,-0.073117,-0.094067,0.011535,-0.125128,0.083633,-0.400694,0.000528,-0.218884,0.057626,-0.388621,0.882775,-0.185184,0.101060,-0.426661,0.950549,-0.180868,0.101061,-0.354183,0.955966,-0.000987,0.057140,-0.399632,0.721253,-0.039716,0.101279,-0.434372,0.946768,-0.218424,0.057533,-0.388623,-0.185037,0.101163,-0.426744,-0.180743,0.100975,-0.354092,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
721,7.210000,-0.115373,0.073204,0.035527,-0.125140,0.083766,-0.400708,0.000576,-0.218894,0.057684,-0.388781,0.927494,-0.185185,0.101243,-0.426669,0.965525,-0.180922,0.101034,-0.354188,0.957206,-0.000989,0.057322,-0.399632,0.723845,-0.039711,0.101546,-0.434272,0.853423,-0.218605,0.057691,-0.388771,-0.185108,0.101135,-0.426709,-0.180850,0.100962,-0.354050,-0.002075,0.057283,-0.399430,-0.039235,0.101749,-0.434547
722,7.220000,-0.091594,-0.015890,-0.030497,-0.125199,0.083671,-0.400676,0.000489,-0.218978,0.057716,-0.388669,0.920295,-0.185234,0.101178,-0.426639,0.948806,-0.180941,0.101077,-0.354159,0.943666,-0.001078,0.057086,-0.399610,0.742180,-0.039763,0.101301,-0.434302,0.937886,-0.218662,0.057705,-0.388705,-0.185042,0.101199,-0.426706,-0.180815,0.100956,-0.354017,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
723,7.230000,-0.058960,-0.099075,0.040611,-0.125082,0.083597,-0.400684,0.000566,-0.218822,0.057543,-0.388587,0.851906,-0.185154,0.100991,-0.426638,0.941666,-0.180819,0.101001,-0.354161,0.962113,-0.000928,0.057167,-0.399651,0.706679,-0.039688,0.101283,-0.434385,0.953464,-0.218251,0.057390,-0.388553,-0.185037,0.101163,-0.426744,-0.180698,0.100926,-0.354108,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
724,7.240000,-0.085815,-0.144855,0.030505,-0.125140,0.083658,-0.400651,0.000472,-0.218890,0.057631,-0.388577,0.905528,-0.185196,0.101042,-0.426647,0.953672,-0.180896,0.101109,-0.354168,0.945868,-0.000991,0.057207,-0.399538,0.745856,-0.039727,0.101303,-0.434326,0.935198,-0.218520,0.057555,-0.388582,-0.185075,0.101167,-0.426710,-0.180743,0.100975,-0.354092,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
725,7.250000,-0.026320,0.042696,0.064239,-0.124944,0.083669,-0.400802,0.000127,-0.218667,0.057546,-0.388716,0.905528,-0.185038,0.101102,-0.426679,0.953672,-0.180662,0.100934,-0.354204,0.945868,-0.000779,0.057288,-0.399905,0.745856,-0.039576,0.101474,-0.434507,0.935198,-0.218582,0.057575,-0.388830,-0.185047,0.101133,-0.426696,-0.180815,0.100956,-0.354017,-0.000666,0.057397,-0.399951,-0.039614,0.101283,-0.434512
726,7.260000,-0.139588,0.054315,0.064968,-0.125137,0.083764,-0.400635,0.000538,-0.218883,0.057638,-0.388739,0.963652,-0.185180,0.101202,-0.426627,0.990734,-0.180947,0.101019,-0.354144,0.939291,-0.000973,0.057384,-0.399497,0.959127,-0.039703,0.101577,-0.434168,0.951213,-0.218762,0.057599,-0.388640,-0.185075,0.101167,-0.426710,-0.180807,0.100898,-0.354071,-0.001960,0.057385,-0.399289,-0.039214,0.101772,-0.434437
727,7.270000,-0.002807,-0.024697,0.086175,-0.124922,0.083665,-0.400765,0.000113,-0.218629,0.057520,-0.388609,0.959716,-0.185033,0.101045,-0.426637,0.965482,-0.180627,0.100964,-0.354165,0.950184,-0.000746,0.057332,-0.399888,0.747730,-0.039574,0.101463,-0.434526,0.852296,-0.218493,0.057440,-0.388643,-0.185075,0.101167,-0.426710,-0.180744,0.101023,-0.354058,-0.000666,0.057397,-0.399951,-0.039632,0.101296,-0.434462
728,7.280000,-0.010536,0.119675,0.094677,-0.124823,0.083779,-0.400773,0.000196,-0.218528,0.057590,-0.388696,0.959550,-0.184933,0.101215,-0.426610,0.962831,-0.180537,0.100952,-0.354137,0.957735,-0.000643,0.057462,-0.399946,0.969792,-0.039474,0.101674,-0.434478,0.953103,-0.218433,0.057642,-0.388571,-0.185046,0.101216,-0.426687,-0.180763,0.100881,-0.354114,-0.000666,0.057397,-0.399951,-0.039204,0.101758,-0.434545
729,7.290000,-0.084973,-0.229215,0.081074,-0.125094,0.083619,-0.400656,0.000511,-0.218821,0.057527,-0.388541,0.958565,-0.185166,0.100912,-0.426676,0.965738,-0.180864,0.101089,-0.354197,0.940597,-0.000922,0.057279,-0.399506,0.982576,-0.039696,0.101289,-0.434358,0.927481,-0.218315,0.057289,-0.388537,-0.185009,0.101129,-0.426731,-0.180768,0.101073,-0.354145,-0.001960,0.057385,-0.399289,-0.039604,0.101232,-0.434527
730,7.300000,-0.092288,-0.151590,0.021613,-0.125113,0.083681,-0.400650,0.000498,-0.218868,0.057669,-0.388583,0.860210,-0.185163,0.101071,-0.426654,0.931679,-0.180871,0.101146,-0.354175,0.972339,-0.000968,0.057211,-0.399519,0.733371,-0.039693,0.101308,-0.434317,0.949723,-0.218444,0.057649,-0.388575,-0.185037,0.101163,-0.426744,-0.180706,0.100988,-0.354108,-0.001960,0.057385,-0.399289,-0.039596,0.101252,-0.434479
731,7.310000,-0.102432,-0.164948,0.027878,-0.125151,0.083676,-0.400674,0.000460,-0.218906,0.057657,-0.388617,0.893752,-0.185199,0.101054,-0.426693,0.954963,-0.180919,0.101146,-0.354213,0.940446,-0.001003,0.057220,-0.399515,0.741620,-0.039727,0.101305,-0.434330,0.950683,-0.218517,0.057562,-0.388654,-0.185075,0.101167,-0.426710,-0.180796,0.101056,-0.354139,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
732,7.320000,-0.091186,-0.021706,-0.030914,-0.125171,0.083677,-0.400705,0.000502,-0.218950,0.057723,-0.388695,0.899601,-0.185206,0.101181,-0.426669,0.957812,-0.180913,0.101087,-0.354189,0.957699,-0.001051,0.057090,-0.399637,0.750710,-0.039735,0.101302,-0.434333,0.935746,-0.218576,0.057675,-0.388786,-0.185046,0.101216,-0.426687,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
733,7.330000,-0.070902,-0.095175,0.025466,-0.125155,0.083612,-0.400690,0.000499,-0.218904,0.057582,-0.388613,0.903050,-0.185216,0.101024,-0.426655,0.958693,-0.180897,0.101027,-0.354177,0.947134,-0.001008,0.057149,-0.399632,0.734418,-0.039749,0.101278,-0.434371,0.935286,-0.218493,0.057440,-0.388643,-0.185108,0.101135,-0.426709,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
734,7.340000,-0.102008,-0.023426,-0.004759,-0.125173,0.083641,-0.400704,0.000507,-0.218942,0.057645,-0.388711,0.890954,-0.185211,0.101117,-0.426680,0.958784,-0.180931,0.101027,-0.354199,0.953425,-0.001040,0.057111,-0.399612,0.726532,-0.039739,0.101305,-0.434317,0.941159,-0.218643,0.057469,-0.388784,-0.185008,0.101212,-0.426723,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
735,7.350000,-0.071186,-0.113848,0.015588,-0.125137,0.083634,-0.400688,0.000525,-0.218891,0.057624,-0.388604,0.911167,-0.185195,0.101048,-0.426660,0.942973,-0.180876,0.101074,-0.354182,0.941399,-0.000994,0.057150,-0.399621,0.734005,-0.039727,0.101275,-0.434375,0.944348,-0.218424,0.057533,-0.388623,-0.185067,0.101135,-0.426730,-0.180755,0.101005,-0.354085,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
736,7.360000,-0.091312,-0.129898,0.002695,-0.125199,0.083701,-0.400648,0.000418,-0.218963,0.057715,-0.388589,0.881075,-0.185244,0.101121,-0.426645,0.957400,-0.180951,0.101166,-0.354166,0.957547,-0.001063,0.057189,-0.399530,0.723759,-0.039774,0.101312,-0.434310,0.945751,-0.218768,0.057715,-0.388587,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.001960,0.057385,-0.399289,-0.039614,0.101283,-0.434512
737,7.370000,-0.078985,-0.145589,-0.018753,-0.125175,0.083706,-0.400659,0.000446,-0.218947,0.057759,-0.388574,0.951214,-0.185220,0.101141,-0.426648,0.953192,-0.180911,0.101205,-0.354170,0.927687,-0.001049,0.057147,-0.399561,0.762591,-0.039751,0.101276,-0.434344,0.935098,-0.218715,0.057817,-0.388603,-0.185075,0.101167,-0.426710,-0.180703,0.100980,-0.354057,-0.001960,0.057385,-0.399289,-0.039585,0.101218,-0.434578
738,7.380000,-0.107494,0.005513,0.013979,-0.125208,0.083623,-0.400705,0.000470,-0.218970,0.057591,-0.388735,0.911881,-0.185249,0.101093,-0.426678,0.951918,-0.180976,0.100968,-0.354198,0.951031,-0.001067,0.057134,-0.399615,0.741119,-0.039776,0.101332,-0.434301,0.945196,-0.218643,0.057469,-0.388784,-0.185075,0.101167,-0.426710,-0.180812,0.100929,-0.354098,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
739,7.390000,-0.064457,-0.100871,0.043432,-0.125087,0.083576,-0.400711,0.000557,-0.218827,0.057518,-0.388622,0.836946,-0.185157,0.100966,-0.426671,0.944828,-0.180829,0.100978,-0.354194,0.965270,-0.000931,0.057152,-0.399665,0.706399,-0.039690,0.101265,-0.434404,0.939177,-0.218222,0.057283,-0.388686,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039556,0.101177,-0.434587
740,7.400000,-0.075053,-0.099625,-0.023267,-0.125213,0.083675,-0.400675,0.000474,-0.218985,0.057726,-0.388604,0.928471,-0.185258,0.101136,-0.426646,0.959462,-0.180944,0.101142,-0.354168,0.939933,-0.001089,0.057107,-0.399606,0.745743,-0.039789,0.101266,-0.434352,0.930834,-0.218705,0.057705,-0.388657,-0.185108,0.101135,-0.426709,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
741,7.410000,-0.090283,-0.018736,0.011712,-0.125162,0.083590,-0.400713,0.000494,-0.218922,0.057566,-0.388703,0.924372,-0.185211,0.101051,-0.426675,0.943983,-0.180916,0.100957,-0.354196,0.941052,-0.001022,0.057096,-0.399648,0.727264,-0.039741,0.101281,-0.434342,0.937211,-0.218641,0.057462,-0.388741,-0.185009,0.101129,-0.426731,-0.180727,0.100877,-0.354080,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
742,7.420000,-0.100421,-0.026951,0.004092,-0.125184,0.083625,-0.400708,0.000483,-0.218949,0.057615,-0.388711,0.913084,-0.185226,0.101090,-0.426683,0.957048,-0.180944,0.101005,-0.354203,0.940958,-0.001048,0.057114,-0.399617,0.735647,-0.039754,0.101299,-0.434324,0.943439,-0.218643,0.057469,-0.388784,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
