,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,"robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5",robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5
,ID,"BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","C42B0","C42B0","C42B0","C4830","C4830","C4830","C4970","C4970","C4970","C49C0","C49C0","C49C0","C4A20","C4A20","C4A20"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1175,11.750000,-0.113457,0.071990,0.055006,-0.125127,0.083757,-0.400681,0.000576,-0.218872,0.057643,-0.388750,0.942059,-0.185179,0.101213,-0.426640,0.958966,-0.180913,0.101007,-0.354159,0.966522,-0.000968,0.057355,-0.399608,0.719099,-0.039705,0.101566,-0.434247,0.838978,-0.218659,0.057582,-0.388682,-0.185047,0.101133,-0.426696,-0.180850,0.100962,-0.354050,-0.002075,0.057283,-0.399430,-0.039178,0.101815,-0.434520
1176,11.760000,-0.107280,-0.148954,0.052896,-0.125134,0.083643,-0.400681,0.000479,-0.218878,0.057579,-0.388640,0.942059,-0.185187,0.101002,-0.426701,0.958966,-0.180914,0.101075,-0.354220,0.966522,-0.000975,0.057240,-0.399520,0.719099,-0.039714,0.101318,-0.434325,0.838978,-0.218401,0.057418,-0.388682,-0.185075,0.101167,-0.426710,-0.180829,0.101027,-0.354148,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
1177,11.770000,-0.079395,0.006430,0.089316,-0.125026,0.083736,-0.400654,0.000594,-0.218748,0.057580,-0.388638,0.873580,-0.185103,0.101127,-0.426598,0.949917,-0.180794,0.101006,-0.354119,0.969642,-0.000849,0.057410,-0.399625,0.744335,-0.039634,0.101557,-0.434292,0.935627,-0.218323,0.057400,-0.388486,-0.185008,0.101212,-0.426723,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039222,0.101763,-0.434496
1178,11.780000,-0.090949,-0.155212,0.033195,-0.125135,0.083661,-0.400651,0.000485,-0.218885,0.057631,-0.388580,0.878578,-0.185190,0.101038,-0.426656,0.955332,-0.180896,0.101118,-0.354176,0.983292,-0.000985,0.057216,-0.399522,0.688231,-0.039719,0.101304,-0.434321,0.873978,-0.218493,0.057540,-0.388598,-0.185037,0.101163,-0.426744,-0.180781,0.101009,-0.354044,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
1179,11.790000,-0.069198,-0.083685,0.005651,-0.125125,0.083658,-0.400687,0.000563,-0.218883,0.057658,-0.388613,0.899269,-0.185182,0.101096,-0.426647,0.945869,-0.180860,0.101083,-0.354170,0.948384,-0.000988,0.057152,-0.399639,0.745718,-0.039714,0.101301,-0.434368,0.935222,-0.218304,0.057549,-0.388679,-0.185118,0.101203,-0.426718,-0.180750,0.101038,-0.354035,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1180,11.800000,-0.089995,-0.070506,0.001535,-0.125183,0.083657,-0.400680,0.000487,-0.218947,0.057661,-0.388646,0.851614,-0.185229,0.101105,-0.426658,0.964160,-0.180934,0.101076,-0.354179,0.955212,-0.001047,0.057142,-0.399592,0.721338,-0.039758,0.101302,-0.434326,0.945103,-0.218659,0.057582,-0.388682,-0.185009,0.101129,-0.426731,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
1181,11.810000,-0.072499,-0.092739,-0.006882,-0.125189,0.083638,-0.400696,0.000474,-0.218953,0.057660,-0.388623,0.924866,-0.185239,0.101085,-0.426662,0.941709,-0.180922,0.101083,-0.354184,0.942384,-0.001057,0.057105,-0.399636,0.737647,-0.039771,0.101257,-0.434374,0.953472,-0.218659,0.057582,-0.388682,-0.185047,0.101133,-0.426696,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
1182,11.820000,-0.078211,-0.052637,-0.005183,-0.125168,0.083625,-0.400700,0.000469,-0.218933,0.057636,-0.388655,0.922681,-0.185217,0.101088,-0.426659,0.949630,-0.180907,0.101035,-0.354181,0.946912,-0.001035,0.057095,-0.399646,0.736568,-0.039748,0.101271,-0.434357,0.930346,-0.218659,0.057582,-0.388682,-0.185047,0.101133,-0.426696,-0.180698,0.100926,-0.354108,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1183,11.830000,-0.055994,-0.095725,0.022399,-0.125146,0.083659,-0.400697,0.000508,-0.218893,0.057634,-0.388596,0.930077,-0.185213,0.101073,-0.426647,0.955147,-0.180875,0.101077,-0.354170,0.938492,-0.001000,0.057189,-0.399672,0.730458,-0.039747,0.101320,-0.434401,0.939154,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180686,0.101012,-0.354111,-0.002075,0.057283,-0.399430,-0.039677,0.101314,-0.434557
1184,11.840000,-0.103026,0.035971,0.074799,-0.125071,0.083726,-0.400689,0.000582,-0.218804,0.057588,-0.388725,0.879871,-0.185133,0.101146,-0.426648,0.955374,-0.180854,0.100987,-0.354168,0.947742,-0.000902,0.057368,-0.399622,0.723634,-0.039661,0.101543,-0.434282,0.957218,-0.218493,0.057440,-0.388643,-0.184976,0.101160,-0.426727,-0.180813,0.100977,-0.354065,-0.002075,0.057283,-0.399430,-0.039210,0.101751,-0.434539
1185,11.850000,-0.101939,0.031607,0.062943,-0.125054,0.083754,-0.400703,0.000575,-0.218793,0.057636,-0.388735,0.911443,-0.185113,0.101184,-0.426662,0.955829,-0.180833,0.101030,-0.354182,0.972261,-0.000890,0.057370,-0.399636,0.702128,-0.039641,0.101551,-0.434299,0.860091,-0.218421,0.057541,-0.388696,-0.185037,0.101163,-0.426744,-0.180750,0.101012,-0.354061,-0.002075,0.057283,-0.399430,-0.039210,0.101751,-0.434539
1186,11.860000,-0.079060,-0.096379,0.016331,-0.125124,0.083631,-0.400679,0.000531,-0.218879,0.057617,-0.388616,0.903595,-0.185179,0.101052,-0.426653,0.971542,-0.180870,0.101056,-0.354175,0.963058,-0.000981,0.057148,-0.399603,0.698634,-0.039710,0.101283,-0.434349,0.866806,-0.218424,0.057533,-0.388623,-0.185009,0.101129,-0.426731,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
1187,11.870000,-0.117234,-0.072833,0.032101,-0.125155,0.083634,-0.400675,0.000454,-0.218911,0.057588,-0.388685,0.884435,-0.185198,0.101048,-0.426682,0.949451,-0.180937,0.101024,-0.354201,0.956971,-0.001006,0.057184,-0.399528,0.721184,-0.039724,0.101323,-0.434281,0.956106,-0.218643,0.057469,-0.388784,-0.185047,0.101133,-0.426696,-0.180706,0.100967,-0.354075,-0.001960,0.057385,-0.399289,-0.039596,0.101252,-0.434479
1188,11.880000,-0.018799,0.019998,0.067622,-0.124943,0.083656,-0.400785,0.000140,-0.218662,0.057533,-0.388676,0.949600,-0.185041,0.101076,-0.426660,0.962778,-0.180656,0.100937,-0.354187,0.952588,-0.000776,0.057283,-0.399893,0.957862,-0.039581,0.101453,-0.434508,0.949025,-0.218704,0.057359,-0.388768,-0.185037,0.101224,-0.426676,-0.180713,0.101054,-0.354049,-0.000666,0.057397,-0.399951,-0.039596,0.101252,-0.434479
1189,11.890000,-0.068881,-0.083559,-0.016831,-0.125196,0.083670,-0.400700,0.000463,-0.218964,0.057707,-0.388626,0.934807,-0.185245,0.101132,-0.426660,0.949591,-0.180923,0.101117,-0.354182,0.938666,-0.001068,0.057115,-0.399652,0.738982,-0.039777,0.101280,-0.434381,0.936704,-0.218705,0.057705,-0.388657,-0.185047,0.101133,-0.426696,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039614,0.101276,-0.434575
1190,11.900000,-0.024394,0.025433,0.209902,-0.124717,0.083764,-0.400756,0.000201,-0.218373,0.057407,-0.388659,0.942460,-0.184856,0.101037,-0.426636,0.938480,-0.180477,0.100902,-0.354162,0.927068,-0.000485,0.057699,-0.399855,0.977000,-0.039396,0.101776,-0.434470,0.950057,-0.218198,0.057260,-0.388628,-0.185037,0.101163,-0.426744,-0.180711,0.101016,-0.354029,-0.000453,0.057623,-0.399895,-0.039197,0.101767,-0.434486
1191,11.910000,-0.070013,0.146967,0.043925,-0.125138,0.083782,-0.400614,0.000559,-0.218878,0.057670,-0.388646,0.884320,-0.185205,0.101283,-0.426505,0.957991,-0.180885,0.100982,-0.354027,0.972858,-0.000982,0.057355,-0.399670,0.719780,-0.039738,0.101618,-0.434222,0.845055,-0.218483,0.057433,-0.388608,-0.185317,0.101404,-0.426468,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039197,0.101767,-0.434486
1192,11.920000,-0.102618,0.010159,0.073993,-0.125083,0.083736,-0.400650,0.000581,-0.218817,0.057604,-0.388673,0.924932,-0.185145,0.101145,-0.426616,0.955190,-0.180866,0.101019,-0.354136,0.963801,-0.000914,0.057377,-0.399572,0.706845,-0.039673,0.101537,-0.434252,0.862989,-0.218581,0.057453,-0.388566,-0.185009,0.101129,-0.426731,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039214,0.101772,-0.434437
1193,11.930000,-0.029602,-0.028518,-0.014815,-0.125206,0.083678,-0.400630,0.000523,-0.218965,0.057700,-0.388516,0.856031,-0.185274,0.101162,-0.426532,0.952984,-0.180903,0.101078,-0.354057,0.968224,-0.001077,0.057126,-0.399693,0.739210,-0.039812,0.101323,-0.434352,0.915903,-0.218424,0.057533,-0.388623,-0.185324,0.101330,-0.426463,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
1194,11.940000,-0.074587,-0.084704,-0.008578,-0.125180,0.083655,-0.400688,0.000521,-0.218946,0.057679,-0.388622,0.895457,-0.185230,0.101108,-0.426654,0.959968,-0.180915,0.101095,-0.354176,0.948495,-0.001049,0.057118,-0.399627,0.735756,-0.039761,0.101277,-0.434361,0.937117,-0.218529,0.057674,-0.388600,-0.185109,0.101170,-0.426738,-0.180805,0.100941,-0.354096,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1195,11.950000,-0.040549,-0.198107,-0.011452,-0.125134,0.083499,-0.400749,0.000554,-0.218894,0.057551,-0.388576,0.874817,-0.185198,0.100903,-0.426714,0.926947,-0.180841,0.101033,-0.354238,0.955741,-0.001004,0.056957,-0.399709,0.711653,-0.039734,0.101049,-0.434507,0.893563,-0.218461,0.057316,-0.388667,-0.185075,0.101167,-0.426710,-0.180775,0.100969,-0.354087,-0.002075,0.057283,-0.399430,-0.039508,0.100823,-0.434788
1196,11.960000,-0.093101,-0.133929,0.037320,-0.125136,0.083655,-0.400653,0.000496,-0.218885,0.057614,-0.388596,0.882874,-0.185191,0.101037,-0.426654,0.954034,-0.180900,0.101090,-0.354174,0.955123,-0.000984,0.057218,-0.399530,0.745245,-0.039721,0.101316,-0.434314,0.932736,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180813,0.100977,-0.354065,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
1197,11.970000,-0.084052,-0.044923,0.055158,-0.125153,0.083595,-0.400671,0.000546,-0.218891,0.057506,-0.388639,0.858338,-0.185217,0.100998,-0.426635,0.941648,-0.180915,0.100941,-0.354156,0.935568,-0.000992,0.057196,-0.399608,0.724932,-0.039748,0.101335,-0.434318,0.952619,-0.218427,0.057196,-0.388733,-0.185075,0.101167,-0.426710,-0.180754,0.101040,-0.353980,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
1198,11.980000,-0.097782,-0.123223,0.019418,-0.125126,0.083681,-0.400652,0.000504,-0.218884,0.057667,-0.388607,0.886084,-0.185174,0.101087,-0.426654,0.965277,-0.180888,0.101125,-0.354174,0.944557,-0.000982,0.057206,-0.399523,0.744622,-0.039702,0.101322,-0.434302,0.945608,-0.218430,0.057650,-0.388644,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.001960,0.057385,-0.399289,-0.039596,0.101252,-0.434479
1199,11.990000,-0.071966,-0.068127,0.001355,-0.125143,0.083639,-0.400680,0.000512,-0.218904,0.057643,-0.388617,0.893321,-0.185197,0.101089,-0.426638,0.948698,-0.180879,0.101056,-0.354160,0.961508,-0.001007,0.057124,-0.399632,0.725546,-0.039729,0.101286,-0.434351,0.940630,-0.218487,0.057554,-0.388630,-0.185018,0.101183,-0.426674,-0.180775,0.100969,-0.354087,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1200,12.000000,-0.064548,-0.083666,0.017070,-0.125158,0.083622,-0.400672,0.000516,-0.218910,0.057603,-0.388590,0.892071,-0.185220,0.101047,-0.426627,0.935170,-0.180893,0.101036,-0.354150,0.948257,-0.001015,0.057140,-0.399633,0.727978,-0.039753,0.101282,-0.434359,0.942498,-0.218571,0.057339,-0.388629,-0.185037,0.101224,-0.426676,-0.180713,0.101054,-0.354049,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
1201,12.010000,-0.078111,-0.168295,0.078362,-0.125089,0.083636,-0.400623,0.000511,-0.218816,0.057536,-0.388525,0.892071,-0.185163,0.100960,-0.426618,0.935170,-0.180853,0.101060,-0.354140,0.948257,-0.000918,0.057289,-0.399516,0.727978,-0.039695,0.101338,-0.434317,0.942498,-0.218251,0.057390,-0.388553,-0.185077,0.101106,-0.426681,-0.180707,0.101016,-0.354081,-0.001960,0.057385,-0.399289,-0.039632,0.101296,-0.434462
1202,12.020000,-0.116822,0.074018,0.056934,-0.125098,0.083773,-0.400685,0.000561,-0.218843,0.057656,-0.388761,0.854093,-0.185148,0.101228,-0.426647,0.954678,-0.180887,0.101020,-0.354166,0.959183,-0.000937,0.057375,-0.399606,0.732093,-0.039675,0.101586,-0.434246,0.959041,-0.218585,0.057568,-0.388757,-0.185047,0.101133,-0.426696,-0.180750,0.101038,-0.354035,-0.002075,0.057283,-0.399430,-0.039232,0.101823,-0.434471
1203,12.030000,-0.072721,-0.192390,0.067587,-0.125071,0.083618,-0.400660,0.000534,-0.218801,0.057539,-0.388543,0.932059,-0.185144,0.100941,-0.426657,0.963150,-0.180827,0.101071,-0.354179,0.952598,-0.000905,0.057247,-0.399554,0.711362,-0.039676,0.101289,-0.434369,0.862411,-0.218251,0.057390,-0.388553,-0.185009,0.101129,-0.426731,-0.180737,0.100986,-0.354090,-0.001960,0.057385,-0.399289,-0.039585,0.101218,-0.434578
1204,12.040000,-0.082083,-0.061035,-0.006807,-0.125171,0.083638,-0.400720,0.000500,-0.218937,0.057653,-0.388678,0.857392,-0.185218,0.101099,-0.426687,0.939243,-0.180913,0.101056,-0.354208,0.961993,-0.001039,0.057104,-0.399654,0.725679,-0.039748,0.101276,-0.434375,0.940407,-0.218643,0.057469,-0.388784,-0.185042,0.101199,-0.426706,-0.180713,0.101054,-0.354049,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
1205,12.050000,-0.101513,-0.127560,0.100843,-0.125069,0.083568,-0.400676,0.000538,-0.218791,0.057422,-0.388634,0.909120,-0.185140,0.100886,-0.426683,0.949189,-0.180859,0.100936,-0.354202,0.936173,-0.000888,0.057269,-0.399537,0.731421,-0.039669,0.101328,-0.434322,0.933304,-0.218185,0.057158,-0.388679,-0.185009,0.101129,-0.426731,-0.180805,0.100941,-0.354096,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
1206,12.060000,-0.057819,-0.137889,0.028072,-0.125128,0.083633,-0.400653,0.000580,-0.218874,0.057608,-0.388536,0.834456,-0.185196,0.101022,-0.426617,0.930012,-0.180860,0.101080,-0.354140,0.970133,-0.000980,0.057176,-0.399604,0.723422,-0.039730,0.101278,-0.434367,0.939304,-0.218261,0.057499,-0.388500,-0.185037,0.101163,-0.426744,-0.180859,0.101001,-0.354018,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
1207,12.070000,-0.042717,0.011299,-0.024413,-0.125227,0.083723,-0.400608,0.000472,-0.218993,0.057752,-0.388534,0.844256,-0.185286,0.101235,-0.426511,0.938115,-0.180932,0.101100,-0.354035,0.963415,-0.001103,0.057150,-0.399660,0.721561,-0.039822,0.101377,-0.434298,0.947792,-0.218520,0.057555,-0.388582,-0.185323,0.101421,-0.426519,-0.180757,0.101078,-0.354002,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
1208,12.080000,-0.071089,-0.100611,0.045180,-0.125102,0.083606,-0.400670,0.000568,-0.218842,0.057545,-0.388592,0.871311,-0.185169,0.100995,-0.426637,0.952563,-0.180850,0.101007,-0.354159,0.955275,-0.000946,0.057186,-0.399610,0.748136,-0.039701,0.101299,-0.434353,0.934012,-0.218224,0.057374,-0.388568,-0.185052,0.101164,-0.426741,-0.180775,0.100969,-0.354087,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
1209,12.090000,-0.072878,-0.114756,0.011363,-0.125142,0.083646,-0.400692,0.000518,-0.218898,0.057643,-0.388610,0.839541,-0.185198,0.101063,-0.426665,0.942561,-0.180881,0.101090,-0.354187,0.972280,-0.001001,0.057152,-0.399620,0.713158,-0.039730,0.101279,-0.434376,0.957365,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180768,0.101029,-0.354121,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1210,12.100000,-0.074704,-0.106564,0.020291,-0.125126,0.083655,-0.400667,0.000526,-0.218879,0.057636,-0.388591,0.878449,-0.185185,0.101067,-0.426639,0.958192,-0.180870,0.101085,-0.354161,0.963899,-0.000982,0.057181,-0.399595,0.725501,-0.039716,0.101307,-0.434346,0.945290,-0.218424,0.057533,-0.388623,-0.185009,0.101129,-0.426731,-0.180713,0.101054,-0.354049,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
1211,12.110000,-0.068348,-0.095473,0.010544,-0.125145,0.083641,-0.400676,0.000526,-0.218901,0.057636,-0.388596,0.883186,-0.185203,0.101069,-0.426639,0.948011,-0.180881,0.101071,-0.354161,0.951118,-0.001005,0.057146,-0.399624,0.722558,-0.039735,0.101285,-0.434362,0.964005,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1212,12.120000,-0.085270,-0.057922,0.039897,-0.125155,0.083579,-0.400702,0.000506,-0.218901,0.057517,-0.388666,0.878033,-0.185215,0.100992,-0.426671,0.955835,-0.180914,0.100949,-0.354192,0.958473,-0.001002,0.057146,-0.399630,0.726030,-0.039745,0.101288,-0.434351,0.941475,-0.218464,0.057328,-0.388714,-0.185047,0.101133,-0.426696,-0.180805,0.100941,-0.354096,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
1213,12.130000,-0.027535,-0.213452,-0.018684,-0.125125,0.083497,-0.400789,0.000578,-0.218885,0.057565,-0.388588,0.848171,-0.185193,0.100902,-0.426744,0.922255,-0.180819,0.101052,-0.354270,0.944405,-0.000998,0.056941,-0.399770,0.705029,-0.039731,0.101028,-0.434571,0.875308,-0.218363,0.057299,-0.388748,-0.185118,0.101203,-0.426718,-0.180781,0.101008,-0.354055,-0.002075,0.057283,-0.399430,-0.039502,0.100756,-0.434920
1214,12.140000,-0.038442,-0.204513,-0.090719,-0.125138,0.083573,-0.400774,0.000519,-0.218933,0.057757,-0.388595,0.932255,-0.185178,0.101057,-0.426738,0.943120,-0.180818,0.101190,-0.354263,0.921034,-0.001044,0.056860,-0.399735,0.711322,-0.039715,0.101002,-0.434537,0.888586,-0.218702,0.057712,-0.388729,-0.184976,0.101160,-0.426727,-0.180672,0.101011,-0.354048,-0.002075,0.057283,-0.399430,-0.039487,0.100790,-0.434856
1215,12.150000,-0.078748,-0.156074,0.015648,-0.125136,0.083652,-0.400690,0.000523,-0.218892,0.057651,-0.388599,0.879342,-0.185191,0.101046,-0.426682,0.948416,-0.180882,0.101126,-0.354203,0.967589,-0.000994,0.057168,-0.399587,0.725512,-0.039722,0.101267,-0.434378,0.947470,-0.218424,0.057533,-0.388623,-0.185009,0.101129,-0.426731,-0.180811,0.101095,-0.354099,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1216,12.160000,-0.079463,-0.049374,0.005418,-0.125173,0.083637,-0.400679,0.000489,-0.218933,0.057630,-0.388638,0.901566,-0.185224,0.101091,-0.426639,0.946678,-0.180916,0.101035,-0.354161,0.950466,-0.001035,0.057130,-0.399624,0.732930,-0.039755,0.101301,-0.434334,0.944787,-0.218578,0.057460,-0.388637,-0.185086,0.101235,-0.426714,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
1217,12.170000,-0.092592,-0.028383,0.101442,-0.125016,0.083738,-0.400683,0.000575,-0.218735,0.057569,-0.388672,0.867500,-0.185091,0.101100,-0.426651,0.977174,-0.180799,0.101025,-0.354171,0.981636,-0.000835,0.057438,-0.399609,0.684366,-0.039621,0.101556,-0.434312,0.873983,-0.218251,0.057390,-0.388553,-0.185075,0.101167,-0.426710,-0.180731,0.101040,-0.354193,-0.002075,0.057283,-0.399430,-0.039197,0.101767,-0.434486
1218,12.180000,-0.068362,-0.108325,0.049667,-0.125093,0.083612,-0.400674,0.000555,-0.218831,0.057545,-0.388587,0.833992,-0.185163,0.100992,-0.426640,0.937699,-0.180841,0.101014,-0.354162,0.956165,-0.000935,0.057201,-0.399615,0.710613,-0.039696,0.101306,-0.434363,0.959458,-0.218224,0.057276,-0.388613,-0.185080,0.101198,-0.426753,-0.180713,0.101054,-0.354049,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
1219,12.190000,-0.066663,-0.089858,-0.016253,-0.125177,0.083676,-0.400673,0.000516,-0.218945,0.057713,-0.388593,0.895451,-0.185228,0.101134,-0.426633,0.961095,-0.180904,0.101127,-0.354155,0.949141,-0.001050,0.057122,-0.399627,0.735981,-0.039761,0.101283,-0.434359,0.936815,-0.218529,0.057674,-0.388600,-0.185118,0.101203,-0.426718,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1220,12.200000,-0.120892,-0.008760,0.078224,-0.125088,0.083774,-0.400638,0.000546,-0.218824,0.057639,-0.388683,0.933966,-0.185143,0.101169,-0.426630,0.973727,-0.180887,0.101067,-0.354148,0.959797,-0.000917,0.057423,-0.399512,0.733176,-0.039669,0.101569,-0.434219,0.855809,-0.218588,0.057572,-0.388584,-0.185075,0.101167,-0.426710,-0.180775,0.100969,-0.354087,-0.001960,0.057385,-0.399289,-0.039197,0.101767,-0.434486
1221,12.210000,-0.038713,-0.002460,-0.006277,-0.125184,0.083661,-0.400646,0.000485,-0.218941,0.057663,-0.388559,0.871247,-0.185250,0.101148,-0.426550,0.942463,-0.180890,0.101032,-0.354074,0.946118,-0.001051,0.057128,-0.399701,0.732461,-0.039787,0.101334,-0.434347,0.926859,-0.218483,0.057433,-0.388608,-0.185303,0.101370,-0.426519,-0.180677,0.101004,-0.354091,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1222,12.220000,-0.070927,-0.086402,0.003556,-0.125150,0.083653,-0.400669,0.000525,-0.218910,0.057657,-0.388596,0.877587,-0.185205,0.101092,-0.426631,0.947775,-0.180886,0.101083,-0.354153,0.958781,-0.001014,0.057143,-0.399615,0.728480,-0.039737,0.101292,-0.434347,0.938230,-0.218435,0.057540,-0.388627,-0.185042,0.101199,-0.426706,-0.180827,0.101031,-0.354008,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
1223,12.230000,-0.089655,-0.073497,0.057087,-0.125155,0.083587,-0.400683,0.000539,-0.218894,0.057501,-0.388647,0.882076,-0.185218,0.100975,-0.426661,0.932805,-0.180922,0.100954,-0.354182,0.943115,-0.000994,0.057192,-0.399594,0.725789,-0.039748,0.101313,-0.434330,0.955788,-0.218522,0.057215,-0.388693,-0.185009,0.101129,-0.426731,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
1224,12.240000,-0.072448,-0.065152,0.058261,-0.125105,0.083574,-0.400689,0.000562,-0.218840,0.057484,-0.388628,0.837790,-0.185176,0.100965,-0.426646,0.941252,-0.180859,0.100933,-0.354168,0.948473,-0.000943,0.057181,-0.399641,0.711111,-0.039708,0.101307,-0.434359,0.943854,-0.218270,0.057187,-0.388716,-0.185075,0.101167,-0.426710,-0.180746,0.101003,-0.354010,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
